[26Dec2024 00:03:32.255] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=30, y=100, z=-51} BlockPos{x=31, y=80, z=-27}
[26Dec2024 00:04:19.434] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: PhantomThief1210 has made the advancement [Cover Me with Diamonds]
[26Dec2024 00:04:21.031] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: PhantomThief1210 has made the advancement [Suit Up]
[26Dec2024 00:04:39.034] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: PhantomThief1210 has made the advancement [Acquire Hardware]
[26Dec2024 00:05:23.383] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2011ms or 40 ticks behind
[26Dec2024 00:06:25.805] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=17, y=109, z=-26} BlockPos{x=46, y=118, z=1}
[26Dec2024 00:06:25.859] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=17, y=109, z=-26} BlockPos{x=45, y=118, z=1}
[26Dec2024 00:06:36.982] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: PhantomThief1210 lost connection: Disconnected
[26Dec2024 00:06:36.993] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: PhantomThief1210 left the game
[26Dec2024 00:08:18.487] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2016ms or 40 ticks behind
[26Dec2024 00:11:33.010] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [MazeHero547: Set own game mode to Creative Mode]
[26Dec2024 00:12:20.397] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [MazeHero547: Set own game mode to Survival Mode]
[26Dec2024 00:12:29.317] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: PhantomThief1210[/127.210.42.172:39629] logged in with entity id 18301 at (41.64810608964613, 119.0, 0.8586371647597931)
[26Dec2024 00:12:29.381] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: PhantomThief1210 joined the game
[26Dec2024 00:12:29.640] [Server thread/INFO] [ToolLeveling+/]: Sending config 'tool_leveling_table.json' to player 'PhantomThief1210'
[26Dec2024 00:12:29.641] [Server thread/INFO] [ToolLeveling+/]: Sending config 'command_config.json' to player 'PhantomThief1210'
[26Dec2024 00:12:29.642] [Server thread/INFO] [Jade/]: Syncing config to PhantomThief1210 (b7338506-28d6-390e-bb09-dd87e5141cfd)
[26Dec2024 00:13:49.483] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: PhantomThief1210 lost connection: Disconnected
[26Dec2024 00:13:49.484] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: PhantomThief1210 left the game
[26Dec2024 00:13:49.485] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: PhantomThief1210 was slain by Cloud Golem
[26Dec2024 00:20:08.899] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: PhantomThief1210[/127.210.42.172:33283] logged in with entity id 19292 at (57.96815792158003, 119.0, 14.66377749590103)
[26Dec2024 00:20:08.965] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: PhantomThief1210 joined the game
[26Dec2024 00:20:09.103] [Server thread/INFO] [ToolLeveling+/]: Sending config 'tool_leveling_table.json' to player 'PhantomThief1210'
[26Dec2024 00:20:09.104] [Server thread/INFO] [ToolLeveling+/]: Sending config 'command_config.json' to player 'PhantomThief1210'
[26Dec2024 00:20:09.105] [Server thread/INFO] [Jade/]: Syncing config to PhantomThief1210 (b7338506-28d6-390e-bb09-dd87e5141cfd)
[26Dec2024 00:21:15.531] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [MazeHero547: Set own game mode to Creative Mode]
[26Dec2024 00:22:10.831] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [MazeHero547: Set own game mode to Survival Mode]
[26Dec2024 00:22:35.621] [Server thread/WARN] [Easy NPC/]: Unable to open trading screen for Villager['Fernando'/10, l='ServerLevel[world]', x=45.50, y=119.00, z=20.50] with [net.minecraft.world.item.trading.MerchantOffer@60faff3f, net.minecraft.world.item.trading.MerchantOffer@216c0332, net.minecraft.world.item.trading.MerchantOffer@1f3f3fff, net.minecraft.world.item.trading.MerchantOffer@5cde4661, net.minecraft.world.item.trading.MerchantOffer@6b6a59c2, net.minecraft.world.item.trading.MerchantOffer@2a5eb20e, net.minecraft.world.item.trading.MerchantOffer@4c78b07d, net.minecraft.world.item.trading.MerchantOffer@62bb0add, net.minecraft.world.item.trading.MerchantOffer@5b26fb01, net.minecraft.world.item.trading.MerchantOffer@437eca9, net.minecraft.world.item.trading.MerchantOffer@dc54f0a, net.minecraft.world.item.trading.MerchantOffer@3712418d, net.minecraft.world.item.trading.MerchantOffer@5b004a9d, net.minecraft.world.item.trading.MerchantOffer@60e9a7f0, net.minecraft.world.item.trading.MerchantOffer@477309f8, net.minecraft.world.item.trading.MerchantOffer@62c836b2, net.minecraft.world.item.trading.MerchantOffer@3b45dcd4, net.minecraft.world.item.trading.MerchantOffer@16be2a6b, net.minecraft.world.item.trading.MerchantOffer@495ddd8d, net.minecraft.world.item.trading.MerchantOffer@6a831fb2, net.minecraft.world.item.trading.MerchantOffer@7f35cd4a, net.minecraft.world.item.trading.MerchantOffer@183f5db5, net.minecraft.world.item.trading.MerchantOffer@3fa94a8a, net.minecraft.world.item.trading.MerchantOffer@4da5ac42, net.minecraft.world.item.trading.MerchantOffer@1c2b7721] from ServerPlayer['MazeHero547'/144, l='ServerLevel[world]', x=48.02, y=119.00, z=18.53], ServerPlayer['PhantomThief1210'/19292, l='ServerLevel[world]', x=47.60, y=119.00, z=20.47] is still trading.
[26Dec2024 00:24:49.893] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: MazeHero547 has made the advancement [Three Eyes on Every Fish]
[26Dec2024 00:27:00.017] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 3946ms or 78 ticks behind
[26Dec2024 00:28:50.221] [Server thread/INFO] [net.minecraft.server.commands.LocateCommand/]: Locating element cataclysm:soul_black_smith took 2945 ms
[26Dec2024 00:28:50.223] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2952ms or 59 ticks behind
[26Dec2024 00:29:27.415] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: MazeHero547 has reached the goal [Fighting Nightmares]
[26Dec2024 00:29:45.483] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: PhantomThief1210 has made the advancement [Dark Metallurgy]
[26Dec2024 00:30:53.083] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2012ms or 40 ticks behind
[26Dec2024 00:32:08.628] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2056ms or 41 ticks behind
[26Dec2024 00:32:09.168] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [MazeHero547: Set own game mode to Creative Mode]
[26Dec2024 00:32:56.496] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: PhantomThief1210 has made the advancement [Lazarus Pit]
[26Dec2024 00:34:01.781] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: MazeHero547 has made the advancement [Those Were the Days]
[26Dec2024 00:34:27.046] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=33, y=109, z=5} BlockPos{x=35, y=115, z=-23}
[26Dec2024 00:34:27.663] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=33, y=109, z=5} BlockPos{x=34, y=115, z=-23}
[26Dec2024 00:34:27.737] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=33, y=109, z=5} BlockPos{x=34, y=115, z=-24}
[26Dec2024 00:34:58.399] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [MazeHero547: Set own game mode to Survival Mode]
[26Dec2024 00:35:02.761] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [MazeHero547: Set own game mode to Spectator Mode]
[26Dec2024 00:35:08.115] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [MazeHero547: Set own game mode to Survival Mode]
[26Dec2024 00:35:12.063] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [MazeHero547: Set own game mode to Creative Mode]
[26Dec2024 00:35:46.849] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2027ms or 40 ticks behind
[26Dec2024 00:37:07.112] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:07.196] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:07.295] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:07.392] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:07.493] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:07.593] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:07.693] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:07.793] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:07.894] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:07.992] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:08.091] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:08.203] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:08.320] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:08.393] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:08.896] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:08.995] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:09.094] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:09.195] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:09.296] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:09.395] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:09.493] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:09.594] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:09.695] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:09.795] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:09.896] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:09.994] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:10.094] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:10.198] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:10.293] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:10.401] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:10.492] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:10.593] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:10.694] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:10.814] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:10.892] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:10.995] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:11.103] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:11.194] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:11.294] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:11.397] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:11.497] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:11.609] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:11.707] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:11.810] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:11.894] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:12.296] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:12.396] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:12.495] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:12.595] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:12.694] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:12.796] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:12.894] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:12.998] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:13.101] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:13.195] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:13.295] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:13.398] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:13.497] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:13.597] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:13.714] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:13.795] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:13.895] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:13.994] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:14.095] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:14.197] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:14.297] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:14.395] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:14.512] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:14.597] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:14.696] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:14.795] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:14.894] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:14.996] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:15.096] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:15.196] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:15.298] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[26Dec2024 00:37:15.395] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
